timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1783687399571,15,POST /api/bacteria (création),201,Created,2 - Utilisateurs actifs (création / transition / tick) 2-5,text,true,,429,280,4,4,15,0,0
1783687399710,15,POST /api/bacteria/{id}/tick,200,OK,2 - Utilisateurs actifs (création / transition / tick) 2-4,text,true,,388,276,4,4,15,0,0
1783687400402,16,GET /api/bacteria/{id},200,OK,2 - Utilisateurs actifs (création / transition / tick) 2-1,text,true,,459,187,4,4,16,0,0
1783687400852,15,GET /api/bacteria/{id},200,OK,2 - Utilisateurs actifs (création / transition / tick) 2-4,text,true,,457,187,3,3,15,0,0
1783687401725,20,POST /api/bacteria/{id}/transition,200,OK,2 - Utilisateurs actifs (création / transition / tick) 2-5,text,true,,384,308,3,3,20,0,0
1783687402248,12,POST /api/bacteria (création),201,Created,2 - Utilisateurs actifs (création / transition / tick) 2-3,text,true,,428,280,3,3,12,0,0
1783687402800,14,POST /api/bacteria (création),201,Created,2 - Utilisateurs actifs (création / transition / tick) 2-4,text,true,,429,280,3,3,14,0,0
1783687403023,18,POST /api/bacteria/{id}/tick,200,OK,2 - Utilisateurs actifs (création / transition / tick) 2-5,text,true,,387,276,3,3,18,0,0
1783687404841,27,POST /api/bacteria/{id}/transition,200,OK,2 - Utilisateurs actifs (création / transition / tick) 2-3,text,true,,390,308,3,3,27,0,0
1783687405451,25,POST /api/bacteria/{id}/transition,200,OK,2 - Utilisateurs actifs (création / transition / tick) 2-4,text,true,,390,308,3,3,25,0,0
1783687405847,16,GET /api/bacteria/{id},200,OK,2 - Utilisateurs actifs (création / transition / tick) 2-5,text,true,,456,187,3,3,16,0,0
1783687407317,17,POST /api/bacteria (création),201,Created,2 - Utilisateurs actifs (création / transition / tick) 2-5,text,true,,429,280,3,3,17,0,0
1783687407637,13,POST /api/bacteria/{id}/tick,200,OK,2 - Utilisateurs actifs (création / transition / tick) 2-3,text,true,,390,276,3,3,13,0,0
1783687408226,13,POST /api/bacteria/{id}/tick,200,OK,2 - Utilisateurs actifs (création / transition / tick) 2-4,text,true,,390,276,3,3,13,0,0
1783687408868,15,GET /api/bacteria/{id},200,OK,2 - Utilisateurs actifs (création / transition / tick) 2-3,text,true,,459,187,3,3,15,0,0
1783687409690,27,POST /api/bacteria/{id}/transition,200,OK,2 - Utilisateurs actifs (création / transition / tick) 2-5,text,true,,390,308,2,2,27,0,0
1783687410399,17,GET /api/bacteria/{id},200,OK,2 - Utilisateurs actifs (création / transition / tick) 2-4,text,true,,459,187,2,2,17,0,0
1783687412148,18,POST /api/bacteria/{id}/tick,200,OK,2 - Utilisateurs actifs (création / transition / tick) 2-5,text,true,,390,276,1,1,18,0,0
1783687414701,18,GET /api/bacteria/{id},200,OK,2 - Utilisateurs actifs (création / transition / tick) 2-5,text,true,,459,187,1,1,18,0,0
